,Degree,Clustering_coefficient,Eigenvector_centrality,Mean_degree_NN,Topic
97,62,0.40401903754627183,0.0005753992251497427,55.53225806451613,Optics
98,28,0.37566137566137564,0.00016009237462993273,41.107142857142854,Physics and Society
99,27,0.6153846153846154,0.0016008110647006849,194.07407407407408,Physics Education
100,16,0.75,0.001037650376416481,210.9375,Physics Education
101,13,0.5897435897435898,4.03220923277407e-06,19.692307692307693,Physics and Society
102,66,0.4027972027972028,0.0027313535191929644,86.5,Fluid Dynamics
103,156,0.10934656741108353,0.018696450169065598,135.28846153846155,"Data Analysis, Statistics and Probability"
104,14,0.37362637362637363,0.000117237292066518,59.42857142857143,Physics and Society
105,10,0.15555555555555556,5.559247574231222e-06,17.8,Medical Physics
106,53,0.19811320754716982,0.00478248739157586,97.43396226415095,Fluid Dynamics
107,63,0.30721966205837176,0.0014352079421988938,63.682539682539684,Instrumentation and Detectors
108,33,0.35795454545454547,0.0004611180945821258,97.06060606060606,Optics
109,24,0.1956521739130435,0.00011908777207769706,15.833333333333334,Fluid Dynamics
110,80,0.20221518987341772,0.000288783510331742,52.2625,Optics
111,74,0.2676786375416512,0.005158030666865958,93.05405405405405,Fluid Dynamics
112,14,0.3076923076923077,8.795371019366165e-05,63.142857142857146,Chemical Physics
113,2,0.0,0.0006854497532929977,314.5,Fluid Dynamics
114,21,0.35714285714285715,0.0001617179725043261,58.333333333333336,Biological Physics
115,9,0.25,0.0003563094142264971,67.77777777777777,Fluid Dynamics
116,88,0.30407523510971785,0.0027066695977347242,64.38636363636364,Chemical Physics
117,18,0.3464052287581699,9.169559611154956e-05,54.5,Optics
118,1,0.0,2.2958211276378202e-06,23.0,Applied Physics
119,26,0.28307692307692306,0.00019001880264750014,56.69230769230769,Optics
120,99,0.3615749330035044,0.01252057184143658,135.32323232323233,Fluid Dynamics
121,4,0.0,0.00010492951999149958,39.25,Computational Physics
122,22,0.5151515151515151,0.0034408627314881806,177.6818181818182,Fluid Dynamics
123,121,0.4206611570247934,0.001198223297769222,83.47933884297521,Applied Physics
124,11,0.4727272727272727,3.819799138252769e-05,24.272727272727273,Optics
125,10,0.2,9.983068698432752e-06,13.8,Chemical Physics
126,7,0.3333333333333333,0.00017505006846787316,55.142857142857146,Applied Physics
127,214,0.11741476898775832,0.005980962843188524,83.59813084112149,Optics
128,4,0.16666666666666666,3.6932960600597344e-06,7.5,Biological Physics
129,3,0.0,6.940905614422547e-05,70.66666666666667,Computational Physics
130,6,0.6,0.0002017106395837664,50.666666666666664,Plasma Physics
131,45,0.16565656565656567,0.000411197888071269,42.86666666666667,Instrumentation and Detectors
132,6,0.3333333333333333,1.640951613199849e-05,41.166666666666664,Atmospheric and Oceanic Physics
133,2,1.0,3.909024804909029e-09,9.0,Physics and Society
134,5,0.1,7.555573649825337e-06,15.4,Physics and Society
135,1,0.0,2.4396412989932833e-06,23.0,Optics
136,8,0.5,0.00012906012891871166,64.75,Optics
137,21,0.47619047619047616,6.82814179469575e-05,28.428571428571427,Applied Physics
138,9,0.16666666666666666,2.487624229956586e-05,24.22222222222222,Chemical Physics
139,0,0.0,1.1825831598381542e-41,0.0,Biological Physics
140,6,0.26666666666666666,0.00040840155193842164,82.66666666666667,Physics and Society
141,79,0.29276209023044464,0.005940540474445143,129.26582278481013,Optics
142,40,0.07051282051282051,0.0016425455917122337,55.6,Chemical Physics
143,35,0.4504201680672269,0.005580606433321751,192.05714285714285,Classical Physics
144,28,0.32275132275132273,0.0010160710512141684,93.64285714285714,Classical Physics
145,118,0.27741561639866724,0.012014919294253147,131.1864406779661,Classical Physics
146,29,0.4433497536945813,0.00038823199432908544,33.48275862068966,Fluid Dynamics
147,32,0.5282258064516129,0.0003359882538114654,48.4375,Instrumentation and Detectors
148,82,0.35471243601324903,0.020785221418941492,244.58536585365854,Fluid Dynamics
149,2,1.0,6.648909718301343e-06,75.5,Physics and Society
150,42,0.43902439024390244,0.00021241175744143355,44.61904761904762,Chemical Physics
151,51,0.323921568627451,0.002225320346492718,76.31372549019608,Fluid Dynamics
152,14,0.3516483516483517,2.9055118973420497e-05,32.57142857142857,Biological Physics
153,21,0.2904761904761905,2.3721121333862508e-05,19.904761904761905,Applied Physics
154,81,0.687962962962963,0.001862432120519873,120.4320987654321,Computational Physics
155,57,0.41791979949874686,0.008118219422716788,165.56140350877192,Fluid Dynamics
156,105,0.18076923076923077,0.011138055824000216,162.0,Applied Physics
157,16,0.23333333333333334,0.000718762602204488,54.5,Fluid Dynamics
158,10,0.17777777777777778,9.339094972721773e-05,23.4,Fluid Dynamics
159,19,0.5380116959064327,0.0003899098078002979,47.10526315789474,Optics
160,7,0.38095238095238093,3.851112915731085e-05,35.714285714285715,Physics and Society
161,1,0.0,6.94904856461761e-09,5.0,Optics
162,112,0.5088481338481339,0.0010141047495739047,81.66964285714286,Optics
163,6,0.13333333333333333,4.8323612927807214e-05,46.5,Geophysics
164,213,0.2435556736646293,0.011214702756524789,132.0281690140845,Chemical Physics
165,4,0.0,1.215704662577534e-05,28.0,Optics
166,27,0.17663817663817663,0.00021225214056955728,62.74074074074074,Optics
167,4,0.3333333333333333,1.8822853801696356e-06,4.5,Optics
168,8,0.35714285714285715,6.104042994635608e-05,28.75,Computational Physics
169,24,0.4311594202898551,0.0015854529497961504,70.70833333333333,Computational Physics
170,2,1.0,7.006180050252466e-08,4.0,Physics Education
171,4,0.16666666666666666,1.0442585247362385e-05,16.5,Physics Education
172,10,0.37777777777777777,0.0008020077796452605,109.6,Physics Education
173,43,0.12403100775193798,0.001729286704294403,74.5813953488372,Chemical Physics
174,14,0.8241758241758241,8.859528176102426e-05,33.857142857142854,Fluid Dynamics
175,6,1.0,5.044003875331322e-06,47.833333333333336,Physics and Society
176,1,0.0,3.100070798526131e-36,1.0,Physics and Society
177,3,1.0,0.00013250080087833286,50.333333333333336,Atmospheric and Oceanic Physics
178,14,0.4835164835164835,1.2190785898760224e-05,21.785714285714285,Medical Physics
179,5,0.3,0.001398524117757153,301.0,Instrumentation and Detectors
180,8,0.14285714285714285,1.2746559455540587e-05,18.375,Chemical Physics
181,13,0.2692307692307692,0.0014995385706702948,160.76923076923077,Instrumentation and Detectors
182,18,0.8104575163398693,0.00019041121932190293,32.5,Fluid Dynamics
183,5,0.1,4.7574698295388e-05,20.0,Applied Physics
184,3,1.0,0.00010697657426352782,82.0,Instrumentation and Detectors
185,9,0.3611111111111111,0.00016353816620649019,41.111111111111114,Fluid Dynamics
186,232,0.09751455441110614,0.02417249516278075,118.67241379310344,Fluid Dynamics
187,56,0.3246753246753247,0.0036119810300014998,104.14285714285714,Computational Physics
188,1,0.0,7.691755253245826e-07,8.0,Chemical Physics
189,9,0.25,7.674383054716963e-05,61.111111111111114,Optics
190,5,0.4,5.235279141131771e-05,76.6,Physics and Society
191,6,0.4666666666666667,7.408406826359336e-07,11.5,Physics and Society
192,4,1.0,4.821338341264381e-05,43.0,Chemical Physics
193,2,1.0,0.0008515723189237181,506.5,Chemical Physics
194,8,0.17857142857142858,5.7965580259508816e-05,47.0,Optics
195,63,0.5345622119815668,0.0019802255350156862,92.61904761904762,Atmospheric and Oceanic Physics
196,11,0.38181818181818183,0.0005829457384238811,73.45454545454545,Fluid Dynamics
197,85,0.28627450980392155,0.01249867271214721,159.18823529411765,Fluid Dynamics
198,34,0.39750445632798576,0.0027961363666019904,164.05882352941177,Atomic Physics
199,2,0.0,1.3829732223339613e-05,6.0,History and Philosophy of Physics
200,23,0.5138339920948617,8.063653235864978e-05,27.82608695652174,Chemical Physics
201,12,0.8484848484848485,0.0001102668322367586,76.58333333333333,Chemical Physics
202,15,0.38095238095238093,0.00013145963753288003,23.933333333333334,Computational Physics
203,27,0.2678062678062678,0.002306765112980854,139.5185185185185,Atomic Physics
204,24,0.2463768115942029,0.00015325797204072188,60.958333333333336,Optics
205,5,0.2,4.76164690275107e-05,54.0,Accelerator Physics
206,10,0.35555555555555557,0.0002216276414483189,30.3,Computational Physics
207,7,0.7142857142857143,4.969962887103506e-05,101.14285714285714,Fluid Dynamics
208,38,0.39829302987197723,0.00018909943160921094,75.78947368421052,Applied Physics
209,12,0.4696969696969697,3.340581264529732e-05,48.666666666666664,Applied Physics
210,5,0.4,1.7942063297841705e-05,37.2,Atmospheric and Oceanic Physics
211,8,0.07142857142857142,4.771426933783781e-05,36.25,Instrumentation and Detectors
212,2,0.0,1.0563846228436986e-05,32.0,Biological Physics
213,19,0.391812865497076,8.149936697162045e-05,31.263157894736842,Geophysics
214,45,0.16161616161616163,0.002934134505921347,77.77777777777777,Chemical Physics
215,2,0.0,3.5174591484220956e-05,43.5,Biological Physics
216,27,0.3162393162393162,0.0054723356809700755,250.62962962962962,Chemical Physics
217,149,0.20977689098494468,0.02115661200877457,159.51006711409397,Plasma Physics
218,74,0.15734912995186967,0.002520307330009681,55.91891891891892,Atomic Physics
219,22,0.7186147186147186,0.00019879322088381035,35.54545454545455,Applied Physics
220,103,0.36740909956215495,0.0033152309301437313,92.11650485436893,Atomic Physics
221,226,0.17211406096361848,0.037694067000939205,173.74778761061947,Fluid Dynamics
222,88,0.33725182863113895,0.0072587131317455944,113.04545454545455,Fluid Dynamics
223,62,0.17821258593336858,0.008268377951577265,175.0,Atomic Physics
224,55,0.35622895622895623,0.006070083000540164,149.23636363636365,Plasma Physics
225,41,0.2,0.004613538716479266,142.29268292682926,Atomic Physics
226,16,0.425,0.001131447428049309,91.375,Fluid Dynamics
227,71,0.586317907444668,0.0006946347210745352,79.4225352112676,Optics
228,1,0.0,0.00010229368508122641,146.0,Computational Physics
229,48,0.19680851063829788,0.0016083610073549274,71.125,Chemical Physics
230,34,0.25133689839572193,0.0013249849981817343,63.029411764705884,Fluid Dynamics
231,7,0.09523809523809523,0.0009735259507680918,188.57142857142858,Optics
232,9,0.2222222222222222,2.879024670648375e-05,38.0,Physics Education
233,164,0.1425258117611851,0.006586545269407441,75.4329268292683,Accelerator Physics
234,49,0.25,0.0019077768925892505,136.30612244897958,Optics
235,30,0.25517241379310346,0.005782021041227757,194.73333333333332,Optics
236,6,0.4666666666666667,0.00010823081071268515,39.166666666666664,Classical Physics
237,11,0.2727272727272727,0.00017421484721199734,91.63636363636364,Atomic Physics
238,32,0.2399193548387097,0.0005678234034109359,42.25,Instrumentation and Detectors
239,8,0.25,0.0003106049578392832,57.125,Space Physics
240,62,0.88841882601798,0.0006827616858541742,100.98387096774194,Optics
241,77,0.13978127136021873,0.007342160634576001,135.63636363636363,Optics
242,2,1.0,1.6823411286107387e-07,8.5,Optics
243,61,0.3617486338797814,0.002547967242336539,100.19672131147541,Fluid Dynamics
244,23,0.8142292490118577,6.752230189371219e-05,34.30434782608695,Biological Physics
245,7,0.09523809523809523,0.0008963627020276773,191.14285714285714,Computational Physics
246,34,0.3689839572192513,0.0005327710782326603,36.029411764705884,General Physics
247,125,0.18529032258064515,0.023064433541105277,181.584,General Physics
248,20,0.6263157894736842,0.001311211942928369,184.1,Popular Physics
249,0,0.0,1.1825831598381542e-41,0.0,General Physics
250,7,0.047619047619047616,1.907448488376938e-06,11.571428571428571,Atmospheric and Oceanic Physics
251,42,0.26713124274099886,0.007942546924627644,216.9047619047619,Accelerator Physics
252,0,0.0,1.1825831598381542e-41,0.0,Physics Education
253,67,0.2618724559023066,0.015765387229667346,250.6865671641791,Chemical Physics
254,7,0.23809523809523808,5.601239470871128e-06,14.0,Physics and Society
255,6,0.4666666666666667,0.00027340043283774224,85.66666666666667,Computational Physics
256,6,0.06666666666666667,8.41219088400024e-05,35.333333333333336,Fluid Dynamics
257,34,0.23351158645276293,0.0013399145748841316,58.26470588235294,Biological Physics
258,3,0.0,1.5585560508311213e-05,14.666666666666666,Plasma Physics
259,20,0.2789473684210526,0.00045116624430593445,50.9,Optics
260,140,0.29773895169578624,0.018032653223097227,163.59285714285716,Fluid Dynamics
261,12,0.3939393939393939,0.0005360519889920448,49.916666666666664,Fluid Dynamics
262,9,0.1388888888888889,0.00019667981199382456,38.0,Physics and Society
263,6,0.2,3.0258183083174608e-05,24.0,Computational Physics
264,12,0.5303030303030303,0.0011324372684721907,116.08333333333333,Fluid Dynamics
265,3,0.3333333333333333,6.250076903388238e-07,12.333333333333334,Medical Physics
266,38,0.6102418207681366,0.00026218691863665657,72.07894736842105,Optics
267,30,0.2942528735632184,0.00044783023682717015,55.7,Optics
268,1,0.0,5.861002079559818e-07,17.0,Applied Physics
269,143,0.2967595784497193,0.018371987291029096,147.26573426573427,Physics Education
270,1,0.0,1.7412546467691805e-07,15.0,Geophysics
271,13,0.28205128205128205,0.0008751843125811161,92.23076923076923,Fluid Dynamics
272,106,0.24366576819407007,0.018603422625878573,194.49056603773585,Fluid Dynamics
273,120,0.21932773109243697,0.010603649278975833,124.65833333333333,Plasma Physics
274,215,0.2128232992827646,0.03510180718169008,160.73488372093024,Fluid Dynamics
275,5,0.1,1.627503664809739e-05,4.8,Biological Physics
276,100,0.5076767676767677,0.0011903430958708136,94.27,Optics
277,1,0.0,3.100070798526131e-36,1.0,Optics
278,48,0.19060283687943264,0.004372018504112953,100.875,Fluid Dynamics
279,24,0.2427536231884058,0.0029709431378959457,156.75,Accelerator Physics
280,7,0.19047619047619047,0.0003072882944619159,51.142857142857146,Classical Physics
281,12,0.4696969696969697,6.682218933262177e-05,33.916666666666664,Instrumentation and Detectors
282,11,0.2909090909090909,4.6251571116818234e-05,18.636363636363637,Biological Physics
283,24,0.2318840579710145,0.0012557967881810536,123.45833333333333,Instrumentation and Detectors
284,1,0.0,3.100070798526131e-36,1.0,Physics and Society
285,1,0.0,3.653408588596908e-07,4.0,Physics Education
286,10,0.4,0.0001042323565321402,45.5,Accelerator Physics
287,1,0.0,3.4707205891256317e-07,4.0,Plasma Physics
288,36,0.33650793650793653,0.006723105271069359,183.0,Fluid Dynamics
289,9,0.19444444444444445,2.6725340773028135e-05,23.11111111111111,Optics
290,11,0.45454545454545453,1.666716805736586e-06,33.45454545454545,Physics and Society
291,11,0.36363636363636365,0.0008280370134277333,95.0909090909091,Fluid Dynamics
292,8,0.4642857142857143,8.4579678999883e-05,25.0,Biological Physics
293,20,0.7210526315789474,3.682705422297745e-05,61.0,Atmospheric and Oceanic Physics
294,60,0.5870056497175141,0.0031294430777207083,91.23333333333333,Plasma Physics
295,3,0.3333333333333333,2.1275888767333457e-05,19.666666666666668,Biological Physics
296,11,0.5454545454545454,9.590204309202195e-05,57.63636363636363,General Physics
297,3,0.3333333333333333,5.23854519701878e-06,13.0,General Physics
298,13,0.1794871794871795,0.0002179969346097075,36.92307692307692,Physics and Society
299,7,0.42857142857142855,2.394297551499614e-05,17.142857142857142,Physics and Society
300,66,0.46573426573426574,0.021215266314871264,301.3181818181818,General Physics
301,14,0.4175824175824176,0.0004487042029557785,117.42857142857143,General Physics
302,4,0.16666666666666666,3.472258607564616e-08,7.0,Physics and Society
303,5,0.1,0.00010327893877050356,29.2,General Physics
304,54,0.143256464011181,0.0031697508975528314,80.20370370370371,Computational Physics
305,5,0.5,0.0002657475046069113,44.0,Space Physics
306,17,0.3014705882352941,0.0001137973342640908,30.58823529411765,Physics and Society
307,56,0.32402597402597405,0.0019866163669669847,85.69642857142857,Instrumentation and Detectors
308,23,0.48221343873517786,0.0002443089681348054,31.73913043478261,Chemical Physics
309,15,0.4095238095238095,0.00015660578717646104,37.53333333333333,Medical Physics
310,5,0.8,2.0897351152494808e-05,15.8,Medical Physics
311,9,0.5555555555555556,0.0011764689765231178,169.33333333333334,Fluid Dynamics
312,37,0.4024024024024024,0.00043201753254684753,69.02702702702703,Optics
313,17,0.6691176470588235,3.3992441197310296e-05,48.294117647058826,Physics Education
314,129,0.2744670542635659,0.005620547145604313,139.69767441860466,Atomic Physics
315,43,0.3266888150609081,0.00023096876617160366,50.69767441860465,Optics
316,97,0.1958762886597938,0.008142744018221494,101.50515463917526,Fluid Dynamics
317,40,0.21153846153846154,0.00012774814775431324,28.4,Computational Physics
318,13,0.5,0.00012823385205100056,40.07692307692308,Chemical Physics
319,70,0.8153209109730849,0.0008035737003237113,97.38571428571429,Optics
320,2,1.0,3.2310907555098498e-06,12.5,Geophysics
321,15,0.7238095238095238,6.736175900155787e-05,55.86666666666667,Atmospheric and Oceanic Physics
322,13,0.16666666666666666,0.0009516334664527325,108.3076923076923,Optics
323,9,0.3333333333333333,0.0005490569901330175,72.77777777777777,Classical Physics
324,68,0.38191395961369623,0.009881272721257581,170.30882352941177,Fluid Dynamics
325,68,0.17164179104477612,0.003505503829635795,96.45588235294117,Instrumentation and Detectors
326,15,0.5238095238095238,0.0018342289074947374,182.53333333333333,Atomic Physics
327,9,0.16666666666666666,5.288962952475528e-05,29.666666666666668,Applied Physics
328,0,0.0,1.1825831598381542e-41,0.0,Medical Physics
329,6,0.4,0.0008792346055462734,158.5,Plasma Physics
330,87,0.3071371291098637,0.01684733956020378,187.35632183908046,Fluid Dynamics
331,12,0.36363636363636365,0.00011048243212833008,39.666666666666664,Instrumentation and Detectors
332,60,0.17570621468926553,0.004045253539528691,92.9,Classical Physics
333,25,0.2833333333333333,0.0004956916631785479,87.4,Chemical Physics
334,9,0.3333333333333333,1.3492642906420033e-05,20.88888888888889,Physics and Society
335,9,0.9722222222222222,3.310716659461498e-06,14.88888888888889,Fluid Dynamics
336,7,0.14285714285714285,2.9300481561686246e-05,11.142857142857142,Biological Physics
337,64,0.30257936507936506,0.009580788295089165,162.140625,Fluid Dynamics
338,7,0.38095238095238093,0.00016208247782603582,74.57142857142857,Accelerator Physics
339,7,0.09523809523809523,0.0007878528231092473,120.0,Plasma Physics
340,20,0.7052631578947368,0.001249365027783138,81.05,Plasma Physics
341,21,0.3142857142857143,0.002604712982346547,140.14285714285714,Fluid Dynamics
342,20,0.3684210526315789,0.0002971160856419191,43.45,Instrumentation and Detectors
343,2,0.0,2.1870641260623353e-05,30.0,Medical Physics
344,16,0.44166666666666665,0.0010848093252948878,85.4375,Atomic and Molecular Clusters
345,40,0.15897435897435896,0.0014405819651674776,59.05,Optics
346,3,0.0,9.341351032279752e-05,104.33333333333333,Instrumentation and Detectors
347,23,0.25691699604743085,0.002155630569784608,111.82608695652173,Classical Physics
348,0,0.0,1.1825831598381542e-41,0.0,Physics and Society
349,25,0.4033333333333333,0.00039640056754122657,40.56,Instrumentation and Detectors
350,79,0.14930217461863032,0.007236679504041586,118.10126582278481,Classical Physics
351,4,1.0,1.4929438518107801e-05,25.25,Instrumentation and Detectors
352,122,0.16136024928871426,0.01126129928520734,105.72131147540983,Fluid Dynamics
353,119,0.22333000997008973,0.013959747638388788,174.890756302521,Chemical Physics
354,12,0.21212121212121213,0.000529308914705453,55.833333333333336,Fluid Dynamics
355,30,0.3103448275862069,0.0013073687783678439,59.4,Fluid Dynamics
356,58,0.25529340592861466,0.00048199829459621063,37.87931034482759,Biological Physics
357,40,0.1717948717948718,0.0031540295076161054,110.375,Optics
358,18,0.2875816993464052,7.706847836814978e-05,44.611111111111114,Instrumentation and Detectors
359,47,0.1452358926919519,0.0015146072591468204,63.42553191489362,Fluid Dynamics
360,14,0.18681318681318682,7.970331859137486e-06,17.857142857142858,Physics Education
361,24,0.4166666666666667,0.002986887695882326,148.41666666666666,Fluid Dynamics
362,5,0.5,1.3458261913332038e-05,38.6,Biological Physics
363,122,0.522422435984284,0.006674807676031323,110.99180327868852,Space Physics
364,3,0.3333333333333333,1.933714985552999e-05,55.0,Optics
365,17,0.3088235294117647,5.543672558555768e-05,26.529411764705884,Computational Physics
366,69,0.16624040920716113,0.0026122456962057606,65.79710144927536,Geophysics
367,4,0.16666666666666666,8.61895325243039e-08,2.25,Instrumentation and Detectors
368,3,0.3333333333333333,4.756144999543628e-06,29.0,Applied Physics
369,18,0.8104575163398693,4.606354582632502e-05,39.05555555555556,Optics
370,49,0.5416666666666666,0.003259856648700729,116.3265306122449,Fluid Dynamics
371,3,0.0,1.170215820176187e-05,49.0,Optics
372,7,0.8095238095238095,0.0006194952797507631,103.0,Fluid Dynamics
373,5,0.4,2.5486266425452473e-06,6.2,Applied Physics
374,28,0.30423280423280424,0.0005966424749382667,54.67857142857143,Instrumentation and Detectors
375,13,0.20512820512820512,0.00018297864241811752,32.76923076923077,Chemical Physics
376,59,0.3325540619520748,0.002039017180235407,72.72881355932203,Optics
377,40,0.4551282051282051,0.002014320018725811,108.1,Optics
378,18,0.29411764705882354,1.3261901885808908e-05,17.77777777777778,Medical Physics
379,2,0.0,0.0002756883193749981,133.0,Classical Physics
380,15,0.9619047619047619,3.9680710569204116e-05,37.266666666666666,Atmospheric and Oceanic Physics
381,10,0.4888888888888889,0.00011189272790011574,30.4,Fluid Dynamics
382,8,0.25,2.3351448224009348e-05,20.625,Physics and Society
383,5,0.6,5.865158142177546e-07,11.6,Physics and Society
